conf	year	passcode	resid	ResourceType	ResourceType_clean	resourceName	resourceName_clean	ResourceProdStatus	ResourceProdStatus_clean	ResourceLang_1	ResourceLang_1_clean	ResourceLang_2	ResourceLang_2_clean	ResourceLang_3	ResourceLang_3_clean	ResourceLang_4	ResourceLang_4_clean	ResourceLang_5	ResourceLang_5_clean	ResourceLang_O	ResourceLang_O_clean	langdim
LREC2010	2010	W04_21X-H6B3E8D2C9		Metadata		"ISOcat Data Category Registry (DCR)"		Existing-used		constantly expanding range of languages		Wide										Bi
LREC2012	2012	398		Corpus		"TIGER Treebank"		Existing-used		Dutch 		English										Bi
COLING2010	2010	275X-G8E3E8P6P2		Corpus		"To be announced"		"Newly created-finished"		English												Mono
LREC2010	2010	W21_6X-G7C4P6D3A4		"Annotation Tool"		TypeCraft		Existing-used		mainly lesser-documented languages		multi-lingual										Bi
LREC2010	2010	578X-B9G6E9C5A7		Corpus		"iMAP referring expression corpus"		"Newly created-finished"		English												Mono
COLING2010	2010	315X-G2F6E3A7A8		"Evaluation Data"		"NIST MT 03-05 training and test corpora"		Existing-used		Chinese		English										Bi
LREC2012	2012	1127		Lexicon		WOLF		Existing-updated		Basque 		Mandarin Chinese 										Bi
LREC2010	2010	483X-H3E6A2E7F3		Corpus		CINEMO		Existing-updated		French												Mono
LREC2010	2010	318X-G6F2P5D9F4		"Part-of-Speech Tagset"		"CText Tagset for Afrikaans"		Existing-used		Afrikaans												Mono
LREC2012	2012	513		"Annotation Tool"		"ELAN annotation tool"		Existing-used		Spanish 												Mono
LREC2010	2010	W21_2X-A9C8G5A6J6		"Annotation Tool"		TrEd		Existing-used		LI												Mono
RANLP2011	2011	92		Corpus		"Bijankhan Corpus"		Existing-updated		Persian												Mono
IJCNLP2011	2011	403		"Evaluation Data"		"Contact Center Data"		"Newly created-finished"														"Not Specified"
LREC2012	2012	445		Corpus		"goo300k corpus of historical Slovene"		"Newly created-finished"		Croatian												Mono
LREC2010	2010	411X-H4A5D5C6D6		Tagger/Parser		TreeTagger		Existing-used		English		French		German		Italian		Spanish				Multi
LREC2010	2010	W06_14X-D6G3P6G6E3		"Annotation Tool"		ELAN		Existing-used		English		German										Bi
IJCNLP2011	2011	363		Corpus		"FTA Labeled ACL Anthology Abstracts"		"Newly created-in progress"		English												Mono
LREC2010	2010	W12_13X-P7D8P3F6F5		Corpus		"Foreign Language Examination Corpus of the University of Warsaw (FLEC UW)"		planning		multiple languages												Mono
COLING2010	2010	37X-A7J9B4P2P3		"Not Inserted"		"ir package"		Existing-updated														"Not Specified"
COLING2010	2010	299X-E9A4C9H6E3		"Evaluation Data"		"NTCIR CLQA Chinese Questions"		Existing-used		Chinese												Mono
LREC2010	2010	W24_10X-D3P4D9G6H8		Corpus		SmartKom		Existing-used		German												Mono
LREC2010	2010	61X-J7C6E9E6D7		Corpus		"Author Gender Analysis of Text"		"Newly created-in progress"		Bengali												Mono
LREC2010	2010	768X-J5B8F8H9C7		Lexicon		NorKompLeks		Existing-used		Norwegian												Mono
IJCNLP2011	2011	345		Lexicon		SentiWordNet																"Not Specified"
LREC2010	2010	W09_6X-A8D3F5C3J3		Lexicon		"The Specialist Lexicon"		Existing-used		English												Mono
ACLHT2011	2011	281		"Evaluation Data"		"Target-dependent Twitter Sentiment Classification Annotation"		"Newly created-finished"		English												Mono
LREC2010	2010	462X-G5H3A6A4A3		"Evaluation Data"		"CSJ SDR Test collection"		Existing-used		Japanese												Mono
RANLP2011	2011	157		"Grammar/Language Model"		"Aymara LFG Grammar"		"Newly created-in progress"		Aymara												Mono
LREC2010	2010	464X-D8G2J6G4D9		"Evaluation Data"		"test collections"																"Not Specified"
COLING2010	2010	532X-H4H3P7P9F9		Corpus		"BioCreative 2 Gene Mention Recognition Corpus"		Existing-used		English												Mono
COLING2010	2010	501X-D3P2G8G3E9		"language model toolkit"		"SRI language model toolkit"																"Not Specified"
LREC2010	2010	837X-P3A6D6F4C8		"Evaluation Tool"		"Java WordNet::Similarity"		Existing-used		English												Mono
LREC2010	2010	124X-E3A4D3G8A3		"Evaluation Data"		"No name"		"Newly created-finished"		Swedish												Mono
LREC2010	2010	221X-A4E6E4H6A2		"Tool for Acquisition of Verbal Subcategorization Information from Corpus"		IRASubcat		"Newly created-finished"		LI												Mono
RANLP2011	2011	31		Lexicon		VerbNet		Existing-used		English												Mono
RANLP2011	2011	1		Lexicon		"Appraisal Lexicon"		Existing-used		English												Mono
COLING2010	2010	454X-A3J9P9H3F5		Lexicon		"English Wiktionary"		Existing-used														"Not Specified"
IJCNLP2011	2011	86		"Evaluation Data"		"Word Clipping Test Set"		"Newly created-finished"		English												Mono
ACLHT2011	2011	50		"Representation-Annotation Formalism/Guidelines"		"TAC KBP Annotation and Assessment Guidelines"		Existing-used		English		Mandarin Chinese										Bi
IJCNLP2011	2011	19		Corpus		"Automatic Content Extraction"		Existing-used		English												Mono
COLING2010	2010	520X-F3B4A5J9G8		"Evaluation Data"		"Hyponymy extraction tool"		Existing-used		Japanese												Mono
LREC2010	2010	237X-E6B8J7A4D9		Corpus		PukWaC		Existing-updated		English												Mono
LREC2010	2010	326X-F7J7C3A3G2		"Lexical Isolation Point predictor"		"LIPS: Lexical Isolation Point Software"		"Newly created-in progress"		English												Mono
COLING2010	2010	91X-H7E7P6C2E8		"Crowdsourcing for  Document Summarization"		"Amazon Mechanical Turk"																"Not Specified"
COLING2010	2010	161X-C4H3P8F6J6		"Information Retrieval system"		Lucene		Existing-used		LI												Mono
LREC2010	2010	125X-A9C3P4P2G9		"Reference chain identification module"		"Coreference Chain Genre dependent identification module (CoRefGen)"		"Newly created-in progress"		French												Mono
LREC2012	2012	1059		Corpus		"MusicNavi2 database"		Existing-updated		French 		French Sign Language 										Bi
LREC2012	2012	415		Corpus		"Joint Research Centre (JRC) Quotes Collection for Sentiment Analysis"				English 		Sanskrit 										Bi
LREC2012	2012	458		Lexicon		EmotiWord		"Newly created-finished"		LI												Mono
COLING2010	2010	278X-C7J9A5G5F6		Corpus		BioInfer		Existing-used		English												Mono
LREC2012	2012	356		Corpus		questioncorpus.pt		"Newly created-finished"		American English 												Mono
LREC2012	2012	733		Metadata		Glottolog/Langdoc		"Newly created-in progress"		English 												Mono
LREC2010	2010	284X-A3B9B6B6C7		"Resource: morphology"		"FunGramKB Morphicon"		"Newly created-in progress"		English		Spanish										Bi
LREC2012	2012	551		"Spoken Dialogue Tool"		Robertino-game		"Newly created-in progress"		German 		Pushto 										Bi
LREC2010	2010	439X-E7J3F4D6A9		"Annotation Tool"		SALTO		Existing-used		LI												Mono
ACLHT2011	2011	519		Corpus		"Hindi Projected Treebank from English-Hindi Tides Parallel Corpus"		"Newly created-finished"		Hindi												Mono
LREC2010	2010	284X-A3B9B6B6C7		Lexicon		"FunGramKB Lexicon"		"Newly created-in progress"		English		French		German		Italian		Spanish				Multi
COLING2010	2010	658X-G6A3F9G3E7		Lexicon		Wordnet		Existing-used		English												Mono
LREC2010	2010	555X-C9H8G2C5J2		Corpus		DicoLSF		"Newly created-in progress"		French Sign Language (LSF)												Mono
COLING2010	2010	446X-F6H6P5J2B5		Tagger/Parser		BerkeleyParser																"Not Specified"
LREC2010	2010	28X-E9E6F7H3A3		Corpus		MGC		Existing-used		English												Mono
LREC2010	2010	W22_10X-H5C3G5H6E7		"Information Extractor"		mwttoolkit		Existing-used		LI												Mono
COLING2010	2010	281X-A4G6C2H8P3		Tagger/Parser		MeCab		Existing-used		Japanese												Mono
LREC2010	2010	158X-E3E3A8E9D9		Corpus		"Tagged and Cleaned Wikipedia"		"Newly created-in progress"		English												Mono
LREC2010	2010	142X-D9E6J8C7P3		Lexicon		"differential semantics synset annotation"		"Newly created-finished"		English and any language for which a wordnet aligned to Princeton WordNet2.0 is available												Mono
LREC2012	2012	574		Corpus		"Integrated Reference Corpora for Spoken Romance Languages (C-ORAL-ROM)"		Existing-used		Polish												Mono
LREC2010	2010	W21_7X-C4B8E4C2E3		Lexicon		SoraLex		"Newly created-in progress"		Sorani Kurdish												Mono
LREC2010	2010	648X-F3D9H7A6E6		Lexicon		"PAROLE Lexicon"		Existing-used		Portuguese												Mono
LREC2010	2010	669X-G5F8A2P2A6		"News Explorer"		"EMM NewsBrief"		Existing-used		All european languages		Arabic		multilingual								Tri
COLING2010	2010	133X-C6P3G6C6D3		Corpus		"Chinese Penn Treebank 6.0"		Existing-used		Chinese												Mono
LREC2012	2012	282		Dictionary		Yamabuki		"Newly created-in progress"		German												Mono
LREC2012	2012	971		Corpus		"Stockholm MULtilingual TReebank (SMULTRON)"		Existing-used		Iranian Persian 		Tajik 										Bi
LREC2012	2012	174		"Evaluation Methodology/Standards/Guidelines"		BLEU		Existing-used		Arabic		English 										Bi
LREC2010	2010	530X-D4E5G3D6F4		"Online Encyclopedia"		"Italian Wikipedia"		Existing-used		Italian												Mono
LREC2010	2010	92X-H9E4H7A5F8		"Representation-Annotation Formalism/Guidelines"		"EAGLES Recommendations for the morphosyntactic and the syntactic annotation of corpora"		Existing-used		Spanish												Mono
COLING2010	2010	358X-B6H2D8D4E6		Tagger/Parser		"Multilingual Statistical Parsing Engine"		Existing-used		English												Mono
COLING2010	2010	592X-J6J7B3D7B7		Ontology		"Spatial patterns dataset"		"Newly created-finished"		English												Mono
LREC2012	2012	428		Corpus		"British National Corpus (BNC), spoken"		Existing-used		Flemish Dutch												Mono
IS2011	2011	79744		"Evaluation Tool"		"Witchcraft Workbench"		"Newly created-in progress"		LI												Mono
RANLP2011	2011	139		Corpus		"Indiana Cooperative Remote Search Task (CReST) Corpus"		Existing-used		English												Mono
O-COCOSDA2011	2011	6		Corpus		"Multimodal corpus in multi-party conversations"		"Newly created-in progress"		LI												Mono
LREC2010	2010	670X-F8E8B2J2E3		Corpus		"GALE Phase 4 DevTest Chinese Word Alignment and Tagging"		"Newly created-finished"		Chinese		English										Bi
LREC2012	2012	263		Lexicon		"Morfeusz SGJP"		Existing-used		English												Mono
COLING2010	2010	657X-F4J2B3B4J6		Corpus		"Brown Corpus"		Existing-used		English												Mono
LREC2010	2010	269X-F7G3A6A3C9		Corpus		Sonar		"Newly created-in progress"		Dutch												Mono
LREC2010	2010	616X-P6G6E4J5J5		Lexicon		"Hindi WordNet"		Existing-used		Hindi												Mono
LREC2012	2012	676		Corpus		"The REX corpora"		"Newly created-finished"		English		Hindi										Bi
COLING2010	2010	487X-A3A2D8G8D3		"Query Log"		"AOL 2006 Query Log"		Existing-used		English												Mono
COLING2010	2010	461X-J9G7B6F6E8		Corpus		"English Treebank"																"Not Specified"
LREC2012	2012	747		Lexicon		A2ST		Existing-updated		Kyrgyz 		Mandarin Chinese 										Bi
LREC2010	2010	122X-G5G3P5C9C3		Corpus		"A list of confusion sets"		"Newly created-finished"		English												Mono
LREC2010	2010	172X-A4F2G6D8A3		Corpus		"Hebrew CHILDES corpus"		Existing-updated		Hebrew												Mono
LREC2010	2010	872X-B9H8F3J5J4		Corpus		bible		Existing-used		de		en.fr		es		it		nl				Multi
LREC2012	2012	386		"Software Toolkit "		"ABBYY FineReader 10"		Existing-used		LI												Mono
LREC2012	2012	422		Corpus		"Corpus of Spontaneous Japanese"		Existing-used		LI												Mono
LTC2011	2011	23		"Web Service"		"The Survey Zone (SurZe)"		"Newly created-in progress"														Mono
LREC2012	2012	949		Tagger/Parser		"Croatian CG Morphological Tagger"		"Newly created-in progress"		Bulgarian 		English 										Bi
LREC2012	2012	578		"Evaluation Data"		"Semeval-2010 Japanese WSD task dataset"		Existing-used		English 		Italian 		Portuguese 		Russian 		Spanish 				Multi
LREC2010	2010	651X-G6A9P4B3J4		Transcriber		"Online Transcription Tool (OTTO)"		"Newly created-in progress"		LI												Mono
COLING2010	2010	290X-P5J3F8D2J6		Corpus		"Bilingual corpus on patent domain"		Existing-used		Chinese		English										Bi
LREC2010	2010	W21_1X-C6H7C5D2H6		Lexicon		"Georgian Ontological Semantics Lexicon"		Existing-used		Georgian												Mono
LREC2012	2012	394		Terminology		Ceramica		Existing-used		Spanish 												Mono
LREC2012	2012	590		"Evaluation Tool"		SIGA		Existing-updated		LI												Mono
LREC2010	2010	242X-A7A4B7D2J2		"Annotation Tool"		PAN		"Newly created-finished"		Chinese												Mono
LREC2010	2010	761X-B8A8A8F4F4		"Term Extractor"		"ILSP Term Extractor"		Existing-used		Greek												Mono
COLING2010	2010	305X-P2E6H5D6P4		Corpus		"DUC-2006, DUC-2007 data"		Existing-used														"Not Specified"
LREC2010	2010	99X-G4H6C5H9G2		Corpus		"Balanced Corpus of Contemporary Written Japanese"		"Newly created-in progress"		Japanese												Mono
LREC2010	2010	W04_12X-B2B5J6D3C2		Tagger/Parser		chunking-synaf-en		"Newly created-in progress"		English												Mono
COLING2010	2010	358X-B6H2D8D4E6		Corpus		"BioNLP'09 shared task data set"		Existing-used		English												Mono
LREC2012	2012	898		"Grammar/Language Model"		"Controlled Language in Crisis Management (CLCM)"		Existing-used		English												Mono
LREC2010	2010	137X-F9P7C3J5F5		Standards		"Standards for Controlled Languages"		"Newly created-finished"		LI												Mono
COLING2010	2010	458X-E4G7E3E3G4		"Signal Processing/Feature Extraction"		SUCRE		"Newly created-finished"		LI												Mono
LREC2012	2012	496		"Evaluation Data"		"Gold Standard for Spanish concrete nouns"		"Newly created-finished"		LI												Mono
LREC2010	2010	895X-D2D2E4A6H4		Corpus		TermExtractor		"Newly created-finished"		English												Mono
COLING2010	2010	708X-B2H6P4B6D3		"Grammar customization system"		"LinGO Grammar Matrix"		Existing-updated		LI												Mono
LREC2010	2010	381X-J6G2G4H8B3		Corpus		"Penn Arabic Treebank 2"		Existing-used		Arabic												Mono
LREC2012	2012	195		Tagger/Parser		"The Stanford Parser: A statistical parser"		Existing-updated		American English 												Mono
IS2011	2011	11723		Corpus		"AURORA Project Database 2.0 - Evaluation Package"		Existing-used		US English												Mono
LREC2012	2012	1043		"Evaluation Data"		"NTCIR-7 Patent Mining data"		"Newly created-finished"		Romanian 												Mono
RANLP2011	2011	41		Corpus		"Mörkuð íslensk málheild (MÍM)"		"Newly created-in progress"		Icelandic												Mono
LREC2010	2010	708X-A3G6D6C9D7		Tagger/Parser		MiniPar		Existing-used		English												Mono
LREC2010	2010	W06_1X-P6B3H2F3C3		"Image Analyser"		"3D Face Tracker"		Existing-updated		Not Applicable												Mono
LREC2010	2010	390X-P8E3H8D7J8		"Grammar/Language Model"		"AMICA Medical Dialogue Corpus"		"Newly created-in progress"				Spanish										Bi
COLING2010	2010	337X-F7F5F8D3E3		"Evaluation Data"		"Review references"		"Newly created-finished"		Japanese												Mono
LREC2010	2010	102X-P6C3E4F6A3		Corpus		"Multi-Lingual Image captions"		"Newly created-finished"		English		German										Bi
LTC2011	2011	60		Corpus		WikiWars		Existing-used														Mono
LTC2011	2011	38		Lexicon		"Persian Syntactic Verb Valency Lexicon"		"Newly created-finished"														Mono
LREC2012	2012	876		"Annotation Tool"		"Praat version 5.1"		Existing-used		Hungarian 		Lithuanian 										Bi
LREC2010	2010	621X-E4C3D4G3G4		Corpus		"World Wide English corpus"		"Newly created-in progress"		English												Mono
LREC2010	2010	63X-C8D5F4A3A4		"Evaluation Tool"		TRECEVAL		Existing-used		LI												Mono
LREC2012	2012	525		Tagger/Parser		"A new French Meta Grammar (frmg)"		Existing-used		French 												Mono
LREC2010	2010	W24_13X-E9F6H7E6E6		Corpus		EmoVox		Existing-used														"Not Specified"
LREC2010	2010	279X-A6F3P3B9A8		"Language Identifier"		"Google AJAX Language API"		Existing-used		Afrikaans		Albanian		Amharic		Arabic		Armenian				Multi
LREC2010	2010	687X-C6E6P7G7F4		"Annotation Tool"		Unitex		Existing-used		English		French										Bi
RANLP2011	2011	170		Corpus		OntoNotes		Existing-used		English												Mono
LREC2010	2010	796X-F4D7D9P4G2		Corpus		"Discourse Graph Bank"		Existing-used		English												Mono
LREC2010	2010	499X-H8D4H8H6H6		Thesaurus		"Cross-lingual relatedness thesaurus"		"Newly created-finished"		English		German										Bi
LREC2012	2012	1129		"Language Resources/Technologies Infrastructure"		uima-common		Existing-used		LI												Mono
LREC2012	2012	664		Tagger/Parser		"Charniak Parser"		Existing-updated		English 												Mono
LREC2012	2012	150		Lexicon		Morfeusz		Existing-used		Contemporary American English												Mono
LREC2010	2010	778X-B9C4E6P9D8		Corpus		"POETICON CORPUS"		"Newly created-finished"		EN												Mono
LREC2010	2010	597X-G7F7B5J8C6		Corpus		CAREGIVER		"Newly created-finished"		Dutch		English		Finnish		Swedish						Multi
LREC2010	2010	274X-G6B4H4E2H2		Corpus		CORPRES		"Newly created-finished"		Russian												Mono
LREC2010	2010	W12_16X-F5P6G2A3A4		Corpus		"ukWaC + itWaC"		Existing-used		English		Italian										Bi
COLING2010	2010	446X-F6H6P5J2B5		Corpus		"Penn Treebank"																"Not Specified"
LREC2010	2010	556X-A8H2B6B6E2		"Morphological analyzer and synthesizer"		VenPro		"Newly created-in progress"		Venetan												Mono
ACLHT2011	2011	206		Tagger/Parser		MaltParser		Existing-used		LI												Mono
IJCNLP2011	2011	106		Lexicon		"NAIST Japanese Dictionary"		Existing-updated		Japanese												Mono
LREC2010	2010	857X-D5G5P9E5F9		Transcriber		XTrans		Existing-updated		LI												Mono
COLING2010	2010	580X-C6D2J4C8D3		"Word Sense Disambiguator"		"UKB: Graph Based Word Sense Disambiguation and Similarity"		"Newly created-in progress"		LI												Mono
COLING2010	2010	741X-H6E8J2H8J8		Corpus		"Question Ranking"		"Newly created-in progress"		Not Applicable												Mono
LREC2010	2010	87X-D6A2G7J8D7		"Machine Translation software"		Moses		Existing-updated		LI												Mono
LREC2010	2010	W04_7X-C9D3F3B2J6		Metadata		XLIFF		Existing-used														"Not Specified"
IS2011	2011	50694		Corpus		WSJ0-WSJ1		Existing-used		American English												Mono
